reaction	left_comp	right_comp	left_smiles	right_smiles
DM8226	a	b	C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co]	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N.[CH3-].CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co+3]
DM8227	a	b	O=O.CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	OO.CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=C)O
DM8228	a	b	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.COC1=C(C=C2CN3CCC4(C3CC(=O)CC4)C2=C1)O	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+].COC1=C(C=C2CN3CCC4(C3CC(=O)C=C4)C2=C1)O
DM8229	a	b	CCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O.CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])O	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O.CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCC=CCCCCCC
DM8230	a	b	O.O=O.C(CCN)CC(C(=O)O)N	N.OO.C(CCN)CC(=O)C(=O)O
DM8231	a	b	C1C(C(=O)N1C(C2=CC=C(C=C2)O)C(=O)O)NC(=O)C(C3=CC=C(C=C3)OCCC(C(=O)O)N)N	C1C(C(=O)N1C(C2=CC=C(C=C2)O)C(=O)O)NC(=O)C(C3=CC=C(C=C3)OCCC(C(=O)O)N)N
DM8232	a	b	O=O.CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(COP(=O)(O)O)O)O)O.CC(C)CN	O.CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O.[H+].CC(C)CNO
DM8233	a	b	CCS(=O)CC(C(=O)O)N	C=C(C(=O)O)N.CCSO
DM8234	a	b	C1=CC(=CC=C1C(=O)OC2C(C(C(C(O2)CO)O)O)O)O.CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=O)C4=C3)OC5C(C(C(C(O5)COC(=O)C6=CC=C(C=C6)OC7C(C(C(C(O7)CO)O)O)O)O)O)O)C8=CC(=C(C(=C8)O)O)O)O)O)O)O)O)O	C(C1C(C(C(C(O1)O)O)O)O)O.CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=O)C4=C3)OC5C(C(C(C(O5)COC(=O)C6=CC=C(C=C6)OC7C(C(C(C(O7)COC(=O)C8=CC=C(C=C8)O)O)O)O)O)O)O)C9=CC(=C(C(=C9)O)O)O)O)O)O)O)O)O
DM8235	a	b	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N.C1=C(C(=C(C(=C1Cl)O)Cl)SCC(C(=O)NCC(=O)[O-])NC(=O)CCC(C(=O)[O-])[NH3+])O	[H+].C1=C(C=C(C(=C1Cl)O)Cl)O
DM8236	a	b	CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(CC(CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(CC(=O)C3=CC=C(C=C3)N)O)O)O)O)O)O)C(=O)[O-])O.CC1C(C(C(C(O1)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)[NH3+])O	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N.CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(CC(CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(CC(=O)C3=CC=C(C=C3)N)O)O)O)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O
DM8237	a	b	CCC(CCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4)O)C)C)C(=C)C	CCC(CCC(C)C1CCC2C1(CCC3C2=CCC4C3(CCC(C4)O)C)C)C(=C)C
DM8238	a	b	O=O.C(CC(=O)O)C(=O)C(=O)O.CC12C=CCC3(C1C(C45C3CCC(C4)(C(=C)C5)O)C(=O)O)OC2=O	C(=O)=O.C(CC(=O)[O-])C(=O)[O-].CC12C3C(C45CC(=C)C(C4)(CCC5C3(CC6C1O6)OC2=O)O)C(=O)O
DM8239	a	b	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O.CC(=O)NC1C(C(C(OC1O)CO)O)O	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O.CC(=O)NC1C(C(C(OC1O)CO)OC2C(C(C(C(O2)CO)O)O)O)O
DM8240	a	b	O=O.CCCCCC=CCC=CCCCCCCCC(=O)O	CCCCCC=CCC=CCCCCCCCC(=O)OO
DM8241	a	b	O.O=O.C(C(=O)O)NCP(=O)(O)O	OO.C(=O)C(=O)O.CC1=C(C(=O)NO1)CC(C(=O)O)N
DM8242	a	b	O.CC(=O)NC1C(C(C(OC1O)CO)O)OC2C(C(C=C(O2)C(=O)[O-])O)O	C(C(C(C=O)O)O)C(=O)C(=O)[O-].CC(=O)NC1C(C(C(OC1O)CO)O)O
DM8243	a	b	O=O.C(CC(=O)O)C(=O)C(=O)O.C1=CC(=CC=C1C2C(C(C3=C(C=C(C=C3O2)O)O)O)O)O	O.C(=O)=O.C(CC(=O)[O-])C(=O)[O-].[H+].C1=CC(=CC=C1C2=C(C(C3=C(C=C(C=C3O2)O)[O-])O)[O-])O
DM8244	a	b	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N=C(NC2=O)N.CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])OC1C(C(C(C(O1)CO)O)OC2C(C(C(C(O2)CO)O)O)O)NC(=O)C)C)C)C)C)C)C)C)C)C)C)C	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N.CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])OC1C(C(C(C(O1)CO)O)OC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)CO)O)O)O)O)NC(=O)C)C)C)C)C)C)C)C)C)C)C)C
DM8245	a	b	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O.CC1CCC2C1C(OC=C2C(=O)OC)O	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O.CC1CCC2C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O
DM8246	a	b	O.CC(=C(C)NC(=O)C)NC(=O)C	CC(=O)N.CC(C(=O)C)NC(=O)C
DM8247	a	b	O.C(C1C(C(C(C(O1)O)O)O)OC2C(C(=O)C(C(O2)CO)O)O)O	C(C1C(C(C(C(O1)O)O)O)O)O.C(C1C(C(=O)C(C(O1)O)O)O)O
DM8248	a	b	C1C(CNC1C(=O)O)O	O.[H+].C1CC(N=C1)C(=O)O
DM8249	a	b	C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N.[H+].COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC)O
DM8250	a	b	O=O.C(CC(=O)O)C(=O)C(=O)O.CC1=CC(=O)C(C(=O)C1=CO)(C)O	O.C(=O)=O.C(CC(=O)[O-])C(=O)[O-].CC1=CC(=O)C(=CC(=C1C=O)O)O
DM8251	a	b	O=O.C(CC(=O)O)C(=O)C(=O)O.CC12C(CCC3(C1C(C45C3CCC(C4)(C(=C)C5)O)C(=O)O)OC2=O)O	C(=O)=O.C(CC(=O)[O-])C(=O)[O-].CC12C3C(C45CC(=C)C(C4)(CCC5C3(CC(C1O)O)OC2=O)O)C(=O)O
DM8252	a	b	CC(C)(C(=O)N)O	O.CC(C)(C#N)O
DM8253	a	b	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.C(CC(=O)O)C(=O)C(=O)O.C(CC(C(=O)O)N)CN.[H+]	O.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.C(CC(C(=O)O)NC(CCC(=O)O)C(=O)O)CN
DM8254	a	b	O.C1=CC(=CC=C1CC(=NO)SCC(C(=O)NCC(=O)[O-])NC(=O)CCC(C(=O)[O-])[NH3+])O	C(CC(=O)O)C(C(=O)O)N.C1=CC(=CC=C1CC(=NO)SCC(C(=O)NCC(=O)[O-])[NH3+])O
DM8255	a	b	CC(=O)C(=O)[O-].C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	[H+].C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OP(=O)(O)O)O
DM8256	a	b	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.C1=CC(=CC=C1CC(C(C(=O)[O-])O)C(=O)[O-])O	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.C(=O)=O.C1=CC(=CC=C1CCC(=O)C(=O)[O-])O
DM8257	a	b	[O-]P(=O)([O-])[O-].C(C1C(C(C(C(O1)OC(CO)CO)O)O)O)O	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O.C(C(CO)O)O
DM8258	a	b	O.CC(C)CC(C(=O)NC(C(C)CC[N+](=C(N)N)C)C(=O)NC1C=CC(OC1C(=O)[O-])N2C=CC(=NC2=O)N)[NH3+]	CC(C)CC(C(=O)O)N.CC(CCN(C)C(=N)N)C(C(=O)NC1C=CC(OC1C(=O)O)N2C=CC(=NC2=O)N)N
DM8259	a	b	C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.CC1C(=O)C(CC(O1)OP(=O)([O-])OP(=O)([O-])OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)[NH2+]C	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N.[H+].CC1C(=O)C(CC(O1)OP(=O)([O-])OP(=O)([O-])OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)[NH+](C)C
DM8260	a	b	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C1=CC(OC(C1N)C(=O)O)N2C=CC(=NC2=O)N.C(C[NH+]=C(N)N)C(CC(=O)[O-])[NH3+]	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].C1=CC(OC(C1NC(=O)CC(CCN=C(N)N)N)C(=O)O)N2C=CC(=NC2=O)N
DM8261	a	b	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.CC(C(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)O)C(=O)CCC(=O)[O-]	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+].CC(C(=O)CCC(=O)[O-])C(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
DM8262	a	b	O.CC(=O)N(CCCP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)O	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O.[H+].CC(=O)N(CCCP(=O)(O)O)O
DM8263	a	b	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.O=O.C(CC(C(=O)O)N)CN	O.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.C(CC(C(=O)O)N)CNO
DM8264	a	b	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.CC(CCC(=O)[O-])C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+].CC(CCC(=O)[O-])C1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C
DM8265	a	b	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O.[H+].COC1=C(C2=C(C=C1O)OC(=C(C2=O)O)C3=CC(=C(C=C3)O)O)O	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O.COC1=C(C=C2C(=C1[O-])C(=O)C(=C(O2)C3=CC(=C(C=C3)O)O)O)OC4C(C(C(C(O4)CO)O)O)O
DM8266	a	b	O.C1=CC=C2C(=C1)C(=CN2)CC(=O)OC3C(C(C(C(O3)CO)O)O)O	C(C1C(C(C(C(O1)O)O)O)O)O.[H+].C1=CC=C2C(=C1)C(=CN2)CC(=O)O
DM8267	a	b	C1=C(C=C(C(=C1O)O)O)C(=O)OC2C(C(C(C(O2)CO)O)O)O.C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)OC(=O)C6=CC(=C(C(=C6)O)O)O)O)O)OC(=O)C7=CC(=C(C(=C7)O)O)O	C(C1C(C(C(C(O1)O)O)O)O)O.C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)O)O)O
DM8268	a	b	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.C1=CC(=CC=C1CC(C(=O)O)N)O	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.CSCCC(C(=O)O)N.CC1=CC=C(C=C1)O.CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.C(=N)C(=O)O
DM8269	a	b	C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N.[H+].COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC)O
DM8270	a	b	CC(CCCC(C)C(=O)SCCN=C(CCN=C(C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)[O-])[O-])C4CCC5C4(CCC6C5CCC7=CC(=O)CCC67C)C	CC(CCCC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)C4CCC5C4(CCC6C5CCC7=CC(=O)CCC67C)C
DM8271	a	b	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O.CC(C=O)O	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+].CC(C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O
DM8272	a	b	O.CC(C)CCCCC(=O)C1C(COC1=O)COP(=O)([O-])[O-]	[O-]P(=O)([O-])[O-].CC(C)CCCCC(=O)C1C(COC1=O)CO
DM8273	a	b	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC(CCO)(CC(=O)O)OP(=O)(O)O	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[H+].CC(CCOP(=O)([O-])[O-])(CC(=O)[O-])OP(=O)([O-])[O-]
DM8274	a	b	C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.COC1=C(C=CC(=C1)C=CCO)O	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N.[H+].COCC=CC1=CC(=C(C=C1)O)OC
DM8275	a	b	C1(C(C(=O)OC1C(C(=O)O)O)O)O	[H+].C(C(C(C(=O)[O-])O)O)C(=O)C(=O)[O-]
DM8276	a	b	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CCC4=CC=C(C=C4)O)O	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+].CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC=C(C=C4)O)O
DM8277	a	b	O.CCC1=C(C(=CC=C1)CC)N(C)C(=O)CCl	CO.CCC1=C(C(=CC=C1)CC)NC(=O)CCl
DM8278	a	b	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N.CNC1C(COC(C1O)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)O)N)N)N)O	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N.[H+].C[NH2+]C1C(COC(C1OP(=O)([O-])[O-])OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)O)[NH3+])[NH3+])[NH3+])O
DM8279	a	b	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.C[N+](C)(C)CC(CC(=O)[O-])O	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+]
DM8280	a	b	O.C1=CC(C(C=C1)(NC(=O)CCC(C(=O)[O-])[NH3+])O)O	C(CC(=O)O)C(C(=O)O)N.C1=CC(C(C=C1)([NH3+])O)O
DM8281	a	b	[H+].CCC(C(=O)O)N.CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O.C(=O)=O.CCCCCCCCCC(=O)C(CC)N
DM8282	a	b	CC(C)CC(C(=O)O)O.CC(C)CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	CC(C)CC(C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)O.CC(C)CCC(=O)[O-]
DM8283	a	b	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C(C1C(C(C(O1)(CO)O)O)O)O	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[H+].C(C1C(C(C(O1)(CO)O)O)O)OP(=O)(O)O
DM8284	a	b	CC1(CCCC2(C1CCC3(C2CCC4(C3CCC(C4CO)(C)O)C)C)C)C	O.CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCO)C)C)C)C)C
DM8285	a	b	C1CC(=CC(=O)C(=O)[O-])C2C(C1O)O2	C1CC(=CC(=O)C(=O)[O-])C2C(C1O)O2
DM8286	a	b	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.O=O.[H+].CC1C2=NC3=CC=CC=C3C(=O)N2C(C(=O)N1)CC4(C5NC(C(=O)N5C6=CC=CC=C64)(C)C)O	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.N.CC(=O)C1=NC2=CC=CC=C2C(=O)N1C(CC3(C4NC(C(=O)N4C5=CC=CC=C53)(C)C)O)C(=O)O
DM8287	a	b	O.C(=CC(=O)O)C=C(C(=O)O)N	N.C(C=CC(=O)C(=O)[O-])C(=O)[O-]
DM8288	a	b	CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O.CCCCCCC=CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O.CCCCCCC=CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
DM8289	a	b	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+].CC(CCC(=O)[O-])C1CCC2C1(CCC3C2C(=O)CC4C3(CCC(C4)O)C)C
DM8290	a	b	O.CC(CC(C)(C)SCC(C(=O)NCC(=O)[O-])[NH3+])O	C(C(=O)O)N.CC(CC(C)(C)SCC(C(=O)[O-])[NH3+])O
